60 1684320469 3,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320470 3,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320471 3,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320472 3,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320473 3,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320474 9,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320475 9,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320476 9,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320477 9,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320478 9,200000 -1,000000 -101,000000 0,000000 0,000000
60 1684320479 7,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320480 7,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320481 7,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320482 7,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320483 7,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320484 10,800000 -1,000000 -101,000000 0,000000 0,000000
60 1684320485 10,800000 -1,000000 -101,000000 0,000000 0,000000
60 1684320486 10,800000 -1,000000 -101,000000 0,000000 0,000000
60 1684320487 10,800000 -1,000000 -101,000000 0,000000 0,000000
60 1684320488 10,800000 -1,000000 -101,000000 0,000000 0,000000
60 1684320489 10,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320490 10,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320491 10,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320492 10,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320493 10,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320494 4,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320495 4,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320496 4,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320497 4,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320498 4,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320499 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320500 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320501 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320502 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320503 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320504 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320505 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320506 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320507 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320508 2,000000 -1,000000 -101,000000 0,000000 0,000000
60 1684320509 1,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320510 1,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320511 1,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320512 1,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320513 1,600000 -1,000000 -101,000000 0,000000 0,000000
60 1684320514 4,200000 -1,000000 -101,000000 0,000000 0,000000
